,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
218,Natasha,"Ah, yeah, thanks. I got lucky. I know how much Barnes mean to you. I really do. Stay at home. You'll only make this worse for all of us. Please.","[{'content': u'Ah, yeah, thanks.', 'begin': 0, 'score': 0.5, 'magnitude': 0.5}, {'content': u'I got lucky.', 'begin': 18, 'score': 0.2, 'magnitude': 0.2}, {'content': u'I know how much Barnes mean to you.', 'begin': 31, 'score': 0, 'magnitude': 0}, {'content': u'I really do.', 'begin': 67, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Stay at home.', 'begin': 80, 'score': 0, 'magnitude': 0}, {'content': u""You'll only make this worse for all of us."", 'begin': 94, 'score': -0.8, 'magnitude': 0.8}, {'content': u'Please.', 'begin': 137, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 2.1}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.67617816, 'name': u'thanks', 'mentions': [u'thanks']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.10034357, 'name': u'worse', 'mentions': [u'worse']}, {'type': u'LOCATION', 'meta': {}, 'salience': 0.09081439, 'name': u'home', 'mentions': [u'home']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.06810761, 'name': u'all', 'mentions': [u'all']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.064556286, 'name': 'Bucky Barnes', 'mentions': [u'Barnes']}, {'mentions': [u'I', u'I', u'I', u'us'], 'type': 'PERSON', 'name': 'Natasha'}, {'mentions': [u'you', u'You', u'us'], 'type': 'PERSON', 'name': 'Steve'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Sharon'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Reporter'}]","[{'index': 4, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Ah', 'lemma': u'Ah'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 0, 'begin': 4, 'pos': u'X', 'label': u'DEP', 'content': u'yeah', 'lemma': u'yeah'}, {'index': 4, 'begin': 8, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 10, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'thanks', 'lemma': u'thanks'}, {'index': 4, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 18, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Natasha']}, {'index': 7, 'begin': 20, 'pos': u'VERB', 'label': u'ROOT', 'content': u'got', 'lemma': u'get'}, {'index': 7, 'begin': 24, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'lucky', 'lemma': u'lucky'}, {'index': 7, 'begin': 29, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 11, 'begin': 31, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Natasha']}, {'index': 11, 'begin': 33, 'pos': u'VERB', 'label': u'ROOT', 'content': u'know', 'lemma': u'know'}, {'index': 13, 'begin': 38, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'how', 'lemma': u'how'}, {'index': 15, 'begin': 42, 'pos': u'ADJ', 'label': u'ADVMOD', 'content': u'much', 'lemma': u'much'}, {'index': 15, 'begin': 47, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Barnes', 'lemma': u'Barnes'}, {'index': 11, 'begin': 54, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'mean', 'lemma': u'mean'}, {'index': 15, 'begin': 59, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 16, 'begin': 62, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you', 'char': ['Steve']}, {'index': 11, 'begin': 65, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 21, 'begin': 67, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Natasha']}, {'index': 21, 'begin': 69, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'really', 'lemma': u'really'}, {'index': 21, 'begin': 76, 'pos': u'VERB', 'label': u'ROOT', 'content': u'do', 'lemma': u'do'}, {'index': 21, 'begin': 78, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 23, 'begin': 80, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Stay', 'lemma': u'Stay'}, {'index': 23, 'begin': 85, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 24, 'begin': 88, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'home', 'lemma': u'home'}, {'index': 23, 'begin': 92, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 30, 'begin': 94, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Steve']}, {'index': 30, 'begin': 97, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 30, 'begin': 101, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'only', 'lemma': u'only'}, {'index': 30, 'begin': 106, 'pos': u'VERB', 'label': u'ROOT', 'content': u'make', 'lemma': u'make'}, {'index': 32, 'begin': 111, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'this', 'lemma': u'this'}, {'index': 30, 'begin': 116, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'worse', 'lemma': u'bad'}, {'index': 32, 'begin': 122, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 33, 'begin': 126, 'pos': u'DET', 'label': u'POBJ', 'content': u'all', 'lemma': u'all'}, {'index': 34, 'begin': 130, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 35, 'begin': 133, 'pos': u'PRON', 'label': u'POBJ', 'content': u'us', 'lemma': u'us', 'char': ['Natasha', 'Reporter', 'Sharon', 'Steve']}, {'index': 30, 'begin': 135, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 38, 'begin': 137, 'pos': u'X', 'label': u'ROOT', 'content': u'Please', 'lemma': u'Please'}, {'index': 38, 'begin': 143, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",6,0.0,Steve,Steve,"['Sharon' 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha'
 'Steve' 'Natasha' 'Steve' 'Natasha' ""T'Challa"" 'Natasha' ""T'Challa""
 'Natasha' ""T'Challa"" 'Natasha' 'Sharon' 'Reporter']"
219,Steve,Are you saying you'll arrest me?,"[{'content': u""Are you saying you'll arrest me?"", 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'mentions': [u'you', u'you'], 'type': 'PERSON', 'name': 'Natasha'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Steve'}]","[{'index': 2, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Are', 'lemma': u'be'}, {'index': 2, 'begin': 4, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Natasha']}, {'index': 2, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'saying', 'lemma': u'say'}, {'index': 5, 'begin': 15, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Natasha']}, {'index': 5, 'begin': 18, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 2, 'begin': 22, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'arrest', 'lemma': u'arrest'}, {'index': 5, 'begin': 29, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me', 'char': ['Steve']}, {'index': 2, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",3,-0.09,Natasha,Natasha,"['Steve' 'Sharon' 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha' 'Steve'
 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' ""T'Challa"" 'Natasha'
 ""T'Challa"" 'Natasha' ""T'Challa"" 'Natasha' 'Sharon']"
220,Natasha,"No. Someone will, if you interfere. That's how it works now. If he's gone this far gone, then...","[{'content': u'No.', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}, {'content': u'Someone will, if you interfere.', 'begin': 4, 'score': -0.2, 'magnitude': 0.2}, {'content': u""That's how it works now."", 'begin': 36, 'score': 0.5, 'magnitude': 0.5}, {'content': u""If he's gone this far gone, then..."", 'begin': 61, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.2, 'magnitude': 1.8}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'Someone', 'mentions': [u'Someone']}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'Steve'}, {'mentions': [u'he'], 'type': 'PERSON', 'name': 'Peter'}]","[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'No', 'lemma': u'No'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 3, 'begin': 4, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Someone', 'lemma': u'Someone'}, {'index': 3, 'begin': 12, 'pos': u'VERB', 'label': u'ROOT', 'content': u'will', 'lemma': u'will'}, {'index': 3, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 18, 'pos': u'ADP', 'label': u'MARK', 'content': u'if', 'lemma': u'if'}, {'index': 7, 'begin': 21, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Steve']}, {'index': 3, 'begin': 25, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'interfere', 'lemma': u'interfere'}, {'index': 3, 'begin': 34, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 10, 'begin': 36, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'That', 'lemma': u'That'}, {'index': 10, 'begin': 40, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 13, 'begin': 43, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'how', 'lemma': u'how'}, {'index': 13, 'begin': 47, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'it', 'lemma': u'it'}, {'index': 10, 'begin': 50, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'works', 'lemma': u'work'}, {'index': 13, 'begin': 56, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'now', 'lemma': u'now'}, {'index': 10, 'begin': 59, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 19, 'begin': 61, 'pos': u'ADP', 'label': u'MARK', 'content': u'If', 'lemma': u'If'}, {'index': 19, 'begin': 64, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'he', 'lemma': u'he', 'char': ['Peter']}, {'index': 19, 'begin': 66, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u""'s"", 'lemma': u'be'}, {'index': 22, 'begin': 69, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'gone', 'lemma': u'go'}, {'index': 22, 'begin': 74, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'this', 'lemma': u'this'}, {'index': 22, 'begin': 79, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'far', 'lemma': u'far'}, {'index': 22, 'begin': 83, 'pos': u'VERB', 'label': u'ROOT', 'content': u'gone', 'lemma': u'go'}, {'index': 22, 'begin': 87, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 22, 'begin': 89, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'then', 'lemma': u'then'}, {'index': 22, 'begin': 93, 'pos': u'PUNCT', 'label': u'P', 'content': u'..', 'lemma': u'..'}, {'index': 22, 'begin': 95, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,-0.36,Steve,Steve,"['Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha'
 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' ""T'Challa"" 'Natasha'
 ""T'Challa"" 'Natasha' ""T'Challa"" 'Natasha']"
221,Steve,I should be the one to bring him in.,"[{'content': u'I should be the one to bring him in.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'one', 'mentions': [u'one']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Steve'}, {'mentions': [u'him'], 'type': 'PERSON', 'name': 'Sam'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Steve']}, {'index': 2, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u'should', 'lemma': u'should'}, {'index': 2, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u'be', 'lemma': u'be'}, {'index': 4, 'begin': 12, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 2, 'begin': 16, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'one', 'lemma': u'one'}, {'index': 6, 'begin': 20, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 4, 'begin': 23, 'pos': u'VERB', 'label': u'VMOD', 'content': u'bring', 'lemma': u'bring'}, {'index': 6, 'begin': 29, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': ['Sam']}, {'index': 6, 'begin': 33, 'pos': u'PRT', 'label': u'PRT', 'content': u'in', 'lemma': u'in'}, {'index': 2, 'begin': 35, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,0.01,Natasha,Natasha,"['Room Service Lady' 'Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam'
 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve'
 'Natasha' ""T'Challa"" 'Natasha' ""T'Challa"" 'Natasha' ""T'Challa""]"
222,Natasha,Why?,"[{'content': u'Why?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}",[],"[{'index': 0, 'begin': 0, 'pos': u'ADV', 'label': u'ROOT', 'content': u'Why', 'lemma': u'Why'}, {'index': 0, 'begin': 3, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",0,-0.09,Steve,Steve,"['Zemo' 'Room Service Lady' 'Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam'
 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve'
 'Natasha' ""T'Challa"" 'Natasha' ""T'Challa"" 'Natasha']"
223,Steve,Because I'm the one least likely to die trying.,"[{'content': u""Because I'm the one least likely to die trying."", 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'mentions': [u'I'], 'type': 'PERSON', 'name': 'Steve'}]","[{'index': 2, 'begin': 0, 'pos': u'ADP', 'label': u'MARK', 'content': u'Because', 'lemma': u'Because'}, {'index': 2, 'begin': 8, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Steve']}, {'index': 2, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 4, 'begin': 12, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 2, 'begin': 16, 'pos': u'NUM', 'label': u'ATTR', 'content': u'one', 'lemma': u'one'}, {'index': 6, 'begin': 20, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'least', 'lemma': u'least'}, {'index': 4, 'begin': 26, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'likely', 'lemma': u'likely'}, {'index': 8, 'begin': 33, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 6, 'begin': 36, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'die', 'lemma': u'die'}, {'index': 8, 'begin': 40, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'trying', 'lemma': u'try'}, {'index': 2, 'begin': 46, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.0,Natasha,Natasha,"['Room Service Lady' 'Zemo' 'Room Service Lady' 'Sharon' 'Steve' 'Sharon'
 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve'
 'Natasha' 'Steve' 'Natasha' ""T'Challa"" 'Natasha' ""T'Challa""]"
224,Natasha,Shit.,"[{'content': u'Shit.', 'begin': 0, 'score': -0.6, 'magnitude': 0.6}]","{'score': -0.6, 'magnitude': 0.6}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Shit', 'lemma': u'Shit'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,-0.36,Steve,Sam,"['Zemo' 'Room Service Lady' 'Zemo' 'Room Service Lady' 'Sharon' 'Steve'
 'Sharon' 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha'
 'Steve' 'Natasha' 'Steve' 'Natasha' ""T'Challa"" 'Natasha']"
225,Sam,Did she tell you to stay out of it? - Might have a point.,"[{'content': u'Did she tell you to stay out of it?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u'- Might have a point.', 'begin': 36, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.2, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'point', 'mentions': [u'point']}, {'mentions': [u'she', u'you'], 'type': 'PERSON', 'name': 'Steve'}]","[{'index': 2, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Did', 'lemma': u'do'}, {'index': 2, 'begin': 4, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'she', 'lemma': u'she', 'char': ['Steve']}, {'index': 2, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'tell', 'lemma': u'tell'}, {'index': 2, 'begin': 13, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you', 'char': ['Steve']}, {'index': 5, 'begin': 17, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 2, 'begin': 20, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'stay', 'lemma': u'stay'}, {'index': 5, 'begin': 25, 'pos': u'ADP', 'label': u'PREP', 'content': u'out', 'lemma': u'out'}, {'index': 6, 'begin': 29, 'pos': u'ADP', 'label': u'PCOMP', 'content': u'of', 'lemma': u'of'}, {'index': 7, 'begin': 32, 'pos': u'PRON', 'label': u'POBJ', 'content': u'it', 'lemma': u'it'}, {'index': 2, 'begin': 34, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 12, 'begin': 36, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 12, 'begin': 38, 'pos': u'VERB', 'label': u'AUX', 'content': u'Might', 'lemma': u'may'}, {'index': 12, 'begin': 44, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 14, 'begin': 49, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 12, 'begin': 51, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'point', 'lemma': u'point'}, {'index': 12, 'begin': 56, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,-0.08,Natasha,Steve,"['Room Service Lady' 'Zemo' 'Room Service Lady' 'Zemo' 'Room Service Lady'
 'Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam' 'Natasha' 'Steve' 'Natasha'
 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' ""T'Challa""]"
226,Steve,He'd do it for me.,"[{'content': u""He'd do it for me."", 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'mentions': [u'He'], 'type': 'PERSON', 'name': 'Mrs. Spencer'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Steve'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'He', 'lemma': u'He', 'char': ['Mrs. Spencer']}, {'index': 2, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u""'d"", 'lemma': u""'d""}, {'index': 2, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'do', 'lemma': u'do'}, {'index': 2, 'begin': 8, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 2, 'begin': 11, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 4, 'begin': 15, 'pos': u'PRON', 'label': u'POBJ', 'content': u'me', 'lemma': u'me', 'char': ['Steve']}, {'index': 2, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,0.04,Sam,Sam,"['Zemo' 'Room Service Lady' 'Zemo' 'Room Service Lady' 'Zemo'
 'Room Service Lady' 'Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam'
 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve'
 'Natasha']"
227,Sam,"1945, maybe. I just want to make sure we considered all our options. The people that shoot at you, usually wind up shooting at me.","[{'content': u'1945, maybe.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'I just want to make sure we considered all our options.', 'begin': 13, 'score': 0, 'magnitude': 0}, {'content': u'The people that shoot at you, usually wind up shooting at me.', 'begin': 69, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.1, 'magnitude': 0.5}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.5492347, 'name': u'options', 'mentions': [u'options']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.45076528, 'name': u'people', 'mentions': [u'people']}, {'mentions': [u'I', u'we', u'our', u'me'], 'type': 'PERSON', 'name': 'Sam'}, {'mentions': [u'we', u'our', u'you'], 'type': 'PERSON', 'name': 'Steve'}, {'mentions': [u'we', u'our'], 'type': 'PERSON', 'name': 'Zemo'}]","[{'index': 0, 'begin': 0, 'pos': u'NUM', 'label': u'ROOT', 'content': u'1945', 'lemma': u'1945'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 0, 'begin': 6, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'maybe', 'lemma': u'maybe'}, {'index': 0, 'begin': 11, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 13, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Sam']}, {'index': 6, 'begin': 15, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 6, 'begin': 20, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 8, 'begin': 25, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 6, 'begin': 28, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'make', 'lemma': u'make'}, {'index': 8, 'begin': 33, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'sure', 'lemma': u'sure'}, {'index': 11, 'begin': 38, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': ['Sam', 'Steve', 'Zemo']}, {'index': 9, 'begin': 41, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'considered', 'lemma': u'consider'}, {'index': 14, 'begin': 52, 'pos': u'DET', 'label': u'PREDET', 'content': u'all', 'lemma': u'all'}, {'index': 14, 'begin': 56, 'pos': u'PRON', 'label': u'POSS', 'content': u'our', 'lemma': u'our', 'char': ['Sam', 'Steve', 'Zemo']}, {'index': 11, 'begin': 60, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'options', 'lemma': u'option'}, {'index': 6, 'begin': 67, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 17, 'begin': 69, 'pos': u'DET', 'label': u'DET', 'content': u'The', 'lemma': u'The'}, {'index': 24, 'begin': 73, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'people', 'lemma': u'person'}, {'index': 19, 'begin': 80, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'that', 'lemma': u'that'}, {'index': 17, 'begin': 85, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'shoot', 'lemma': u'shoot'}, {'index': 19, 'begin': 91, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 20, 'begin': 94, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you', 'char': ['Steve']}, {'index': 17, 'begin': 97, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 24, 'begin': 99, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'usually', 'lemma': u'usually'}, {'index': 24, 'begin': 107, 'pos': u'VERB', 'label': u'ROOT', 'content': u'wind', 'lemma': u'wind'}, {'index': 24, 'begin': 112, 'pos': u'PRT', 'label': u'PRT', 'content': u'up', 'lemma': u'up'}, {'index': 24, 'begin': 115, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'shooting', 'lemma': u'shoot'}, {'index': 26, 'begin': 124, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 27, 'begin': 127, 'pos': u'PRON', 'label': u'POBJ', 'content': u'me', 'lemma': u'me', 'char': ['Sam']}, {'index': 24, 'begin': 129, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",5,0.05,Steve,Sharon,"['Sam' 'Zemo' 'Room Service Lady' 'Zemo' 'Room Service Lady' 'Zemo'
 'Room Service Lady' 'Sharon' 'Steve' 'Sharon' 'Sam' 'Steve' 'Sam'
 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve' 'Natasha' 'Steve']"
