,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
217,Darren Cross,"I'm sorry you have such deep concerns about the Yellowjacket, Frank.","[{'content': u""I'm sorry you have such deep concerns about the Yellowjacket, Frank."", 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.6379199, 'name': u'concerns', 'mentions': [u'concerns']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05d48ll'}, 'salience': 0.23322865, 'name': u'Frank', 'mentions': [u'Frank']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.12885147, 'name': u'Yellowjacket', 'mentions': [u'Yellowjacket']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': 'Darren Cross'}, {'index': 1, 'begin': 1, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 1, 'begin': 4, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'sorry', 'lemma': u'sorry'}, {'index': 4, 'begin': 10, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': 'narrator'}, {'index': 2, 'begin': 14, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'have', 'lemma': u'have'}, {'index': 7, 'begin': 19, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'such', 'lemma': u'such'}, {'index': 7, 'begin': 24, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'deep', 'lemma': u'deep'}, {'index': 4, 'begin': 29, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'concerns', 'lemma': u'concern'}, {'index': 7, 'begin': 38, 'pos': u'ADP', 'label': u'PREP', 'content': u'about', 'lemma': u'about'}, {'index': 10, 'begin': 44, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 8, 'begin': 48, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Yellowjacket', 'lemma': u'Yellowjacket'}, {'index': 10, 'begin': 60, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 10, 'begin': 62, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'Frank', 'lemma': u'Frank'}, {'index': 1, 'begin': 67, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,-0.01,narrator,narrator,['narrator' 'narrator' 'Darren Cross' 'narrator' 'Frank']
218,narrator,Frank turns back in surprise to find Cross standing there watching him,"[{'content': u'Frank turns back in surprise to find Cross standing there watching him', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/05d48ll'}, 'salience': 0.8292221, 'name': u'Frank', 'mentions': [u'Frank']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.110657826, 'name': u'surprise', 'mentions': [u'surprise']}, {'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/022ch', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Cross'}, 'salience': 0.060120095, 'name': u'Cross', 'mentions': [u'Cross']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Frank', 'lemma': u'Frank'}, {'index': 1, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'turns', 'lemma': u'turn'}, {'index': 1, 'begin': 12, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'back', 'lemma': u'back'}, {'index': 2, 'begin': 17, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 3, 'begin': 20, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'surprise', 'lemma': u'surprise'}, {'index': 6, 'begin': 29, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 1, 'begin': 32, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'find', 'lemma': u'find'}, {'index': 8, 'begin': 37, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Cross', 'lemma': u'Cross'}, {'index': 6, 'begin': 43, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'standing', 'lemma': u'stand'}, {'index': 8, 'begin': 52, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'there', 'lemma': u'there'}, {'index': 8, 'begin': 58, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'watching', 'lemma': u'watch'}, {'index': 10, 'begin': 67, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': 'Psylocke'}]",1,0.09,Darren Cross,Frank,['narrator' 'Darren Cross' 'narrator' 'Frank' 'narrator']
219,Frank,"Yeah, well, uh, unfortunately we can't just do whatever we want. Would be nice though, right?","[{'content': u""Yeah, well, uh, unfortunately we can't just do whatever we want."", 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Would be nice though, right?', 'begin': 65, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0, 'magnitude': 0.3}",[],"[{'index': 11, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yeah', 'lemma': u'Yeah'}, {'index': 11, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 6, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'well', 'lemma': u'well'}, {'index': 11, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 12, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'uh', 'lemma': u'uh'}, {'index': 11, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 16, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'unfortunately', 'lemma': u'unfortunately'}, {'index': 11, 'begin': 30, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': 'Psylocke'}, {'index': 11, 'begin': 33, 'pos': u'VERB', 'label': u'AUX', 'content': u'ca', 'lemma': u'ca'}, {'index': 11, 'begin': 35, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 11, 'begin': 39, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 11, 'begin': 44, 'pos': u'VERB', 'label': u'ROOT', 'content': u'do', 'lemma': u'do'}, {'index': 14, 'begin': 47, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'whatever', 'lemma': u'whatever', 'char': 'Loggan'}, {'index': 14, 'begin': 56, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': ""Jean's voice""}, {'index': 11, 'begin': 59, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'want', 'lemma': u'want'}, {'index': 11, 'begin': 63, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 17, 'begin': 65, 'pos': u'VERB', 'label': u'AUX', 'content': u'Would', 'lemma': u'Would'}, {'index': 17, 'begin': 71, 'pos': u'VERB', 'label': u'ROOT', 'content': u'be', 'lemma': u'be'}, {'index': 17, 'begin': 74, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'nice', 'lemma': u'nice'}, {'index': 17, 'begin': 79, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'though', 'lemma': u'though'}, {'index': 17, 'begin': 85, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 17, 'begin': 87, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'right', 'lemma': u'right'}, {'index': 17, 'begin': 92, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",3,0.0,narrator,narrator,['Darren Cross' 'narrator' 'Frank' 'narrator' 'Frank']
220,narrator,he chuckles as he washes his hands,"[{'content': u'he chuckles as he washes his hands', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'hands', 'mentions': [u'hands']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he', 'char': 'Calisto'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'chuckles', 'lemma': u'chuckle'}, {'index': 4, 'begin': 12, 'pos': u'ADP', 'label': u'MARK', 'content': u'as', 'lemma': u'as'}, {'index': 4, 'begin': 15, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he', 'char': 'Cain'}, {'index': 1, 'begin': 18, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'washes', 'lemma': u'wash'}, {'index': 6, 'begin': 25, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his', 'char': 'Bobby'}, {'index': 4, 'begin': 29, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'hands', 'lemma': u'hand'}]",3,0.01,Frank,Frank,['narrator' 'Frank' 'narrator' 'Frank' 'Darren Cross']
221,Frank,But there are laws.,"[{'content': u'But there are laws.', 'begin': 0, 'score': 0.5, 'magnitude': 0.5}]","{'score': 0.5, 'magnitude': 0.5}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'laws', 'mentions': [u'laws']}]","[{'index': 2, 'begin': 0, 'pos': u'CONJ', 'label': u'CC', 'content': u'But', 'lemma': u'But'}, {'index': 2, 'begin': 4, 'pos': u'DET', 'label': u'EXPL', 'content': u'there', 'lemma': u'there'}, {'index': 2, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'are', 'lemma': u'be'}, {'index': 2, 'begin': 14, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'laws', 'lemma': u'law'}, {'index': 2, 'begin': 18, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.25,narrator,Darren Cross,['Frank' 'narrator' 'Frank' 'Darren Cross' 'Frank']
222,Darren Cross,"What laws? Of man? The laws of nature transcend the laws of man, and I've transcended the laws of nature.","[{'content': u'What laws?', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}, {'content': u'Of man?', 'begin': 11, 'score': -0.1, 'magnitude': 0.1}, {'content': u""The laws of nature transcend the laws of man, and I've transcended the laws of nature."", 'begin': 19, 'score': 0.8, 'magnitude': 0.8}]","{'score': 0.1, 'magnitude': 1.2}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.49925688, 'name': u'laws', 'mentions': [u'laws']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.10491535, 'name': u'man', 'mentions': [u'man']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.08878057, 'name': u'laws', 'mentions': [u'laws']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.085579656, 'name': u'laws', 'mentions': [u'laws']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.07178965, 'name': u'nature', 'mentions': [u'nature']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.061143946, 'name': u'man', 'mentions': [u'man']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.054898098, 'name': u'laws', 'mentions': [u'laws']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.033635832, 'name': u'nature', 'mentions': [u'nature']}]","[{'index': 1, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'What', 'lemma': u'What'}, {'index': 1, 'begin': 5, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'laws', 'lemma': u'law'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 3, 'begin': 11, 'pos': u'ADP', 'label': u'ROOT', 'content': u'Of', 'lemma': u'Of'}, {'index': 3, 'begin': 14, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'man', 'lemma': u'man'}, {'index': 3, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 7, 'begin': 19, 'pos': u'DET', 'label': u'DET', 'content': u'The', 'lemma': u'The'}, {'index': 10, 'begin': 23, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'laws', 'lemma': u'law'}, {'index': 7, 'begin': 28, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 8, 'begin': 31, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'nature', 'lemma': u'nature'}, {'index': 10, 'begin': 38, 'pos': u'VERB', 'label': u'ROOT', 'content': u'transcend', 'lemma': u'transcend'}, {'index': 12, 'begin': 48, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 10, 'begin': 52, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'laws', 'lemma': u'law'}, {'index': 12, 'begin': 57, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 13, 'begin': 60, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'man', 'lemma': u'man'}, {'index': 10, 'begin': 63, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 10, 'begin': 65, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 19, 'begin': 69, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': 'Darren Cross'}, {'index': 19, 'begin': 70, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 10, 'begin': 74, 'pos': u'VERB', 'label': u'CONJ', 'content': u'transcended', 'lemma': u'transcend'}, {'index': 21, 'begin': 86, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 19, 'begin': 90, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'laws', 'lemma': u'law'}, {'index': 21, 'begin': 95, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 22, 'begin': 98, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'nature', 'lemma': u'nature'}, {'index': 10, 'begin': 104, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.12,Frank,Frank,['narrator' 'Frank' 'Darren Cross' 'Frank' 'narrator']
223,Frank,"Darren, I don't think you understand…","[{'content': u""Darren, I don't think you understand\u2026"", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/05d3n8x'}, 'salience': 1, 'name': u'Darren', 'mentions': [u'Darren']}]","[{'index': 5, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Darren', 'lemma': u'Darren'}, {'index': 5, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 5, 'begin': 8, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': 'Frank'}, {'index': 5, 'begin': 10, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 5, 'begin': 12, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 5, 'begin': 16, 'pos': u'VERB', 'label': u'ROOT', 'content': u'think', 'lemma': u'think'}, {'index': 7, 'begin': 22, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': 'narrator'}, {'index': 5, 'begin': 26, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'understand', 'lemma': u'understand'}, {'index': 5, 'begin': 36, 'pos': u'PUNCT', 'label': u'P', 'content': u'\u2026', 'lemma': u'\u2026'}]",2,0.01,Darren Cross,narrator,['Frank' 'Darren Cross' 'Frank' 'narrator' 'Darren Cross']
224,narrator,suddenly Cross uses a small device on Frank which vaporizes him into a blob of goo,"[{'content': u'suddenly Cross uses a small device on Frank which vaporizes him into a blob of goo', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/022ch', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Cross'}, 'salience': 0.4202793, 'name': u'Cross', 'mentions': [u'Cross']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05d48ll'}, 'salience': 0.3516803, 'name': u'Frank', 'mentions': [u'Frank']}, {'type': u'CONSUMER_GOOD', 'meta': {}, 'salience': 0.107321866, 'name': u'device', 'mentions': [u'device']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.06953278, 'name': u'blob', 'mentions': [u'blob']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.051185753, 'name': u'goo', 'mentions': [u'goo']}]","[{'index': 2, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'suddenly', 'lemma': u'suddenly'}, {'index': 2, 'begin': 9, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Cross', 'lemma': u'Cross'}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'uses', 'lemma': u'use'}, {'index': 5, 'begin': 20, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 5, 'begin': 22, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'small', 'lemma': u'small'}, {'index': 2, 'begin': 28, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'device', 'lemma': u'device'}, {'index': 5, 'begin': 35, 'pos': u'ADP', 'label': u'PREP', 'content': u'on', 'lemma': u'on'}, {'index': 6, 'begin': 38, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Frank', 'lemma': u'Frank'}, {'index': 9, 'begin': 44, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'which', 'lemma': u'which'}, {'index': 5, 'begin': 50, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'vaporizes', 'lemma': u'vaporize'}, {'index': 9, 'begin': 60, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': 'Charles'}, {'index': 9, 'begin': 64, 'pos': u'ADP', 'label': u'PREP', 'content': u'into', 'lemma': u'into'}, {'index': 13, 'begin': 69, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 11, 'begin': 71, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'blob', 'lemma': u'blob'}, {'index': 13, 'begin': 76, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 14, 'begin': 79, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'goo', 'lemma': u'goo'}]",1,-0.09,Frank,Darren Cross,['Darren Cross' 'Frank' 'narrator' 'Darren Cross' 'narrator']
225,Darren Cross,Hm. We still haven't worked out all the bugs.,"[{'content': u'Hm.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""We still haven't worked out all the bugs."", 'begin': 4, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.1, 'magnitude': 0.6}","[{'type': u'ORGANIZATION', 'meta': {}, 'salience': 0.84493756, 'name': u'Hm', 'mentions': [u'Hm']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.15506244, 'name': u'bugs', 'mentions': [u'bugs']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Hm', 'lemma': u'Hm'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 4, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We', 'char': 'Mr. Grey'}, {'index': 6, 'begin': 7, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'still', 'lemma': u'still'}, {'index': 6, 'begin': 13, 'pos': u'VERB', 'label': u'AUX', 'content': u'have', 'lemma': u'have'}, {'index': 6, 'begin': 17, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 6, 'begin': 21, 'pos': u'VERB', 'label': u'ROOT', 'content': u'worked', 'lemma': u'work'}, {'index': 6, 'begin': 28, 'pos': u'PRT', 'label': u'PRT', 'content': u'out', 'lemma': u'out'}, {'index': 10, 'begin': 32, 'pos': u'DET', 'label': u'PREDET', 'content': u'all', 'lemma': u'all'}, {'index': 10, 'begin': 36, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 6, 'begin': 40, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'bugs', 'lemma': u'bug'}, {'index': 6, 'begin': 44, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.06,narrator,narrator,['Frank' 'narrator' 'Darren Cross' 'narrator' 'Darren Cross']
226,narrator,Cross uses a tissue to wipe the goo off the sink and dumps it into one of the toilets,"[{'content': u'Cross uses a tissue to wipe the goo off the sink and dumps it into one of the toilets', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.42480305, 'name': u'tissue', 'mentions': [u'tissue']}, {'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/022ch', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Cross'}, 'salience': 0.18984379, 'name': u'Cross', 'mentions': [u'Cross']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.12928084, 'name': u'goo', 'mentions': [u'goo']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.110653765, 'name': u'sink', 'mentions': [u'sink']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.083759785, 'name': u'one', 'mentions': [u'one']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.061658796, 'name': u'toilets', 'mentions': [u'toilets']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Cross', 'lemma': u'Cross'}, {'index': 1, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'uses', 'lemma': u'use'}, {'index': 3, 'begin': 11, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 1, 'begin': 13, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'tissue', 'lemma': u'tissue'}, {'index': 5, 'begin': 20, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 1, 'begin': 23, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'wipe', 'lemma': u'wipe'}, {'index': 7, 'begin': 28, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 5, 'begin': 32, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'goo', 'lemma': u'goo'}, {'index': 5, 'begin': 36, 'pos': u'ADP', 'label': u'PREP', 'content': u'off', 'lemma': u'off'}, {'index': 10, 'begin': 40, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 8, 'begin': 44, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'sink', 'lemma': u'sink'}, {'index': 1, 'begin': 49, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 1, 'begin': 53, 'pos': u'VERB', 'label': u'CONJ', 'content': u'dumps', 'lemma': u'dump'}, {'index': 12, 'begin': 59, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it', 'char': 'Bobby'}, {'index': 12, 'begin': 62, 'pos': u'ADP', 'label': u'PREP', 'content': u'into', 'lemma': u'into'}, {'index': 14, 'begin': 67, 'pos': u'NUM', 'label': u'POBJ', 'content': u'one', 'lemma': u'one'}, {'index': 15, 'begin': 71, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 18, 'begin': 74, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 16, 'begin': 78, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'toilets', 'lemma': u'toilet'}]",1,-0.16,Darren Cross,Darren Cross,['narrator' 'Darren Cross' 'narrator' 'Darren Cross' 'narrator']
227,Darren Cross,"Goodbye, Frank.","[{'content': u'Goodbye, Frank.', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.78764457, 'name': u'Goodbye', 'mentions': [u'Goodbye']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05d48ll'}, 'salience': 0.21235542, 'name': u'Frank', 'mentions': [u'Frank']}]","[{'index': 2, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Goodbye', 'lemma': u'Goodbye'}, {'index': 2, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 9, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Frank', 'lemma': u'Frank'}, {'index': 2, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,-0.09,narrator,narrator,['Darren Cross' 'narrator' 'Darren Cross' 'narrator' 'narrator']
228,narrator,he flushes the toilet and washes his hands,"[{'content': u'he flushes the toilet and washes his hands', 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.60335445, 'name': u'toilet', 'mentions': [u'toilet']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.39664552, 'name': u'hands', 'mentions': [u'hands']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he', 'char': 'Eric'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'flushes', 'lemma': u'flush'}, {'index': 3, 'begin': 11, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 1, 'begin': 15, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'toilet', 'lemma': u'toilet'}, {'index': 1, 'begin': 22, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 1, 'begin': 26, 'pos': u'VERB', 'label': u'CONJ', 'content': u'washes', 'lemma': u'wash'}, {'index': 7, 'begin': 33, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his', 'char': 'Charles'}, {'index': 5, 'begin': 37, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'hands', 'lemma': u'hand'}]",2,0.0,Darren Cross,narrator,['narrator' 'Darren Cross' 'narrator' 'narrator' 'Darren Cross']
