,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
90,narrator,back at the HYDRA base Steve finds Strucker,"[{'content': u'back at the HYDRA base Steve finds Strucker', 'begin': 0, 'score': 0.7, 'magnitude': 0.7}]","{'score': 0.7, 'magnitude': 0.7}","[{'type': u'LOCATION', 'meta': {}, 'salience': 0.3900343, 'name': u'base', 'mentions': [u'base']}, {'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/05f4yf', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Hydra_(comics)'}, 'salience': 0.2412001, 'name': u'HYDRA', 'mentions': [u'HYDRA']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05d8ynq'}, 'salience': 0.20653135, 'name': 'Steve Rogers', 'mentions': [u'Steve']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.16223428, 'name': u'Strucker', 'mentions': [u'Strucker']}]","[{'index': 5, 'begin': 0, 'pos': u'ADV', 'label': u'NN', 'content': u'back', 'lemma': u'back'}, {'index': 0, 'begin': 5, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 4, 'begin': 8, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 12, 'pos': u'NOUN', 'label': u'NN', 'content': u'HYDRA', 'lemma': u'HYDRA'}, {'index': 1, 'begin': 18, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'base', 'lemma': u'base'}, {'index': 6, 'begin': 23, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 6, 'begin': 29, 'pos': u'VERB', 'label': u'ROOT', 'content': u'finds', 'lemma': u'find'}, {'index': 6, 'begin': 35, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Strucker', 'lemma': u'Strucker'}]",0,0.49,narrator,Steve Rogers,"['Strucker' 'narrator' 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers'
 'Strucker' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator'
 'Natasha Romanoff' 'narrator' 'narrator' 'Tony Stark' 'narrator'
 'Tony Stark' 'JARVIS' 'Tony Stark' 'Steve Rogers']"
91,Steve Rogers,Baron Strucker. Hydra's number one thug.,"[{'content': u'Baron Strucker.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""Hydra's number one thug."", 'begin': 16, 'score': 0, 'magnitude': 0}]","{'score': 0.1, 'magnitude': 0.2}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/03jz83', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Baron_Strucker'}, 'salience': 0.7341874, 'name': u'Baron Strucker', 'mentions': [u'Baron Strucker']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.13473764, 'name': u'thug', 'mentions': [u'thug']}, {'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/05f4yf', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Hydra_(comics)'}, 'salience': 0.13107492, 'name': u'Hydra', 'mentions': [u'Hydra']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'TITLE', 'content': u'Baron', 'lemma': u'Baron'}, {'index': 1, 'begin': 6, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Strucker', 'lemma': u'Strucker'}, {'index': 1, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 16, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Hydra', 'lemma': u'Hydra'}, {'index': 3, 'begin': 21, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 7, 'begin': 24, 'pos': u'NOUN', 'label': u'NN', 'content': u'number', 'lemma': u'number'}, {'index': 5, 'begin': 31, 'pos': u'NUM', 'label': u'NUM', 'content': u'one', 'lemma': u'one'}, {'index': 7, 'begin': 35, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'thug', 'lemma': u'thug'}, {'index': 7, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.02,narrator,Strucker,"['narrator' 'Strucker' 'narrator' 'Steve Rogers' 'narrator' 'narrator'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'Strucker' 'Steve Rogers'
 'narrator' 'narrator' 'Natasha Romanoff' 'narrator' 'narrator'
 'Tony Stark' 'narrator' 'Tony Stark' 'JARVIS' 'Tony Stark']"
92,Strucker,"Technically, I'm a thug for SHIELD.","[{'content': u""Technically, I'm a thug for SHIELD."", 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.8661533, 'name': u'thug', 'mentions': [u'thug']}, {'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/02zrt2', u'wikipedia_url': u'http://en.wikipedia.org/wiki/S.H.I.E.L.D.'}, 'salience': 0.13384672, 'name': u'SHIELD', 'mentions': [u'SHIELD']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Strucker'}]","[{'index': 3, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Technically', 'lemma': u'Technically'}, {'index': 3, 'begin': 11, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 13, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Strucker']}, {'index': 3, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 5, 'begin': 17, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 3, 'begin': 19, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'thug', 'lemma': u'thug'}, {'index': 5, 'begin': 24, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 6, 'begin': 28, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'SHIELD', 'lemma': u'SHIELD'}, {'index': 3, 'begin': 34, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.0,Steve Rogers,Steve Rogers,"['Steve Rogers' 'narrator' 'Strucker' 'narrator' 'Steve Rogers' 'narrator'
 'narrator' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'narrator' 'narrator' 'Natasha Romanoff' 'narrator'
 'narrator' 'Tony Stark' 'narrator' 'Tony Stark' 'JARVIS']"
93,Steve Rogers,Well then technically you're unemployed. Where's Loki's scepter?,"[{'content': u""Well then technically you're unemployed."", 'begin': 0, 'score': 0, 'magnitude': 0}, {'content': u""Where's Loki's scepter?"", 'begin': 41, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.1, 'magnitude': 0.3}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.809689, 'name': u'scepter', 'mentions': [u'scepter']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05pnb1', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Loki_(comics)'}, 'salience': 0.19031103, 'name': u'Loki', 'mentions': [u'Loki']}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'Strucker'}]","[{'index': 4, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Well', 'lemma': u'Well'}, {'index': 4, 'begin': 5, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'then', 'lemma': u'then'}, {'index': 4, 'begin': 10, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'technically', 'lemma': u'technically'}, {'index': 4, 'begin': 22, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Strucker']}, {'index': 4, 'begin': 25, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'re"", 'lemma': u'be'}, {'index': 4, 'begin': 29, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'unemployed', 'lemma': u'unemployed'}, {'index': 4, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 41, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Where', 'lemma': u'Where'}, {'index': 8, 'begin': 46, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 11, 'begin': 49, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Loki', 'lemma': u'Loki'}, {'index': 9, 'begin': 53, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 8, 'begin': 56, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'scepter', 'lemma': u'scepter'}, {'index': 8, 'begin': 63, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",1,-0.03,Strucker,Strucker,"['Tony Stark' 'Steve Rogers' 'narrator' 'Strucker' 'narrator'
 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator'
 'Natasha Romanoff' 'narrator' 'narrator' 'Tony Stark' 'narrator'
 'Tony Stark']"
94,Strucker,"Don't worry, I know when I'm beat. You'll mention how I cooperated, I hope.","[{'content': u""Don't worry, I know when I'm beat."", 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u""You'll mention how I cooperated, I hope."", 'begin': 35, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.3, 'magnitude': 0.6}","[{'mentions': [u'I', u'I', u'I', u'I'], 'type': 'PERSON', 'name': 'Strucker'}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Steve Rogers'}]","[{'index': 2, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 2, 'begin': 2, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 2, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'worry', 'lemma': u'worry'}, {'index': 2, 'begin': 11, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 5, 'begin': 13, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Strucker']}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'know', 'lemma': u'know'}, {'index': 9, 'begin': 20, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'when', 'lemma': u'when'}, {'index': 9, 'begin': 25, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'I', 'lemma': u'I', 'char': ['Strucker']}, {'index': 9, 'begin': 26, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u""'m"", 'lemma': u'be'}, {'index': 5, 'begin': 29, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'beat', 'lemma': u'beat'}, {'index': 2, 'begin': 33, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 13, 'begin': 35, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Steve Rogers']}, {'index': 13, 'begin': 38, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 19, 'begin': 42, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'mention', 'lemma': u'mention'}, {'index': 16, 'begin': 50, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'how', 'lemma': u'how'}, {'index': 16, 'begin': 54, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Strucker']}, {'index': 13, 'begin': 56, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'cooperated', 'lemma': u'cooperate'}, {'index': 19, 'begin': 66, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 19, 'begin': 68, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Strucker']}, {'index': 19, 'begin': 70, 'pos': u'VERB', 'label': u'ROOT', 'content': u'hope', 'lemma': u'hope'}, {'index': 19, 'begin': 74, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",5,0.18,Steve Rogers,Steve Rogers,"['narrator' 'Tony Stark' 'Steve Rogers' 'narrator' 'Strucker' 'narrator'
 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator'
 'Natasha Romanoff' 'narrator' 'narrator' 'Tony Stark' 'narrator']"
95,Steve Rogers,I'll put it right under illegal human experimentation.,"[{'content': u""I'll put it right under illegal human experimentation."", 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'human experimentation', 'mentions': [u'human experimentation']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Steve Rogers'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Steve Rogers']}, {'index': 2, 'begin': 1, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 2, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'put', 'lemma': u'put'}, {'index': 2, 'begin': 9, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 5, 'begin': 12, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'right', 'lemma': u'right'}, {'index': 2, 'begin': 18, 'pos': u'ADP', 'label': u'PREP', 'content': u'under', 'lemma': u'under'}, {'index': 8, 'begin': 24, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'illegal', 'lemma': u'illegal'}, {'index': 8, 'begin': 32, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'human', 'lemma': u'human'}, {'index': 5, 'begin': 38, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'experimentation', 'lemma': u'experimentation'}, {'index': 2, 'begin': 53, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.25,Strucker,narrator,"['Tony Stark' 'narrator' 'Tony Stark' 'Steve Rogers' 'narrator' 'Strucker'
 'narrator' 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator'
 'Natasha Romanoff' 'narrator' 'narrator' 'Tony Stark']"
96,narrator,Wanda creeps up behind him,"[{'content': u'Wanda creeps up behind him', 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': 'Wanda Maximoff', 'mentions': [u'Wanda']}, {'mentions': [u'him'], 'type': 'PERSON', 'name': 'Dr. Helen Cho'}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Wanda', 'lemma': u'Wanda'}, {'index': 1, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'creeps', 'lemma': u'creep'}, {'index': 1, 'begin': 13, 'pos': u'PRT', 'label': u'PRT', 'content': u'up', 'lemma': u'up'}, {'index': 1, 'begin': 16, 'pos': u'ADP', 'label': u'PREP', 'content': u'behind', 'lemma': u'behind'}, {'index': 3, 'begin': 23, 'pos': u'PRON', 'label': u'POBJ', 'content': u'him', 'lemma': u'him', 'char': ['Dr. Helen Cho']}]",1,-0.25,Steve Rogers,narrator,"['narrator' 'Tony Stark' 'narrator' 'Tony Stark' 'Steve Rogers' 'narrator'
 'Strucker' 'narrator' 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers'
 'Strucker' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator'
 'Natasha Romanoff' 'narrator' 'narrator']"
97,narrator,suddenly Wanda knocks Steve down using her telekinetic powers and quickly leaves,"[{'content': u'suddenly Wanda knocks Steve down using her telekinetic powers and quickly leaves', 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.7675143, 'name': 'Wanda Maximoff', 'mentions': [u'Wanda']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/05d8ynq'}, 'salience': 0.13784471, 'name': 'Steve Rogers', 'mentions': [u'Steve']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.09464099, 'name': u'powers', 'mentions': [u'powers']}, {'mentions': [u'her'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 2, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'suddenly', 'lemma': u'suddenly'}, {'index': 2, 'begin': 9, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Wanda', 'lemma': u'Wanda'}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'knocks', 'lemma': u'knock'}, {'index': 2, 'begin': 22, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 2, 'begin': 28, 'pos': u'ADP', 'label': u'PRT', 'content': u'down', 'lemma': u'down'}, {'index': 2, 'begin': 33, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'using', 'lemma': u'use'}, {'index': 8, 'begin': 39, 'pos': u'PRON', 'label': u'POSS', 'content': u'her', 'lemma': u'her', 'char': ['Tony Stark']}, {'index': 8, 'begin': 43, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'telekinetic', 'lemma': u'telekinetic'}, {'index': 5, 'begin': 55, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'powers', 'lemma': u'power'}, {'index': 2, 'begin': 62, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 11, 'begin': 66, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'quickly', 'lemma': u'quickly'}, {'index': 2, 'begin': 74, 'pos': u'VERB', 'label': u'CONJ', 'content': u'leaves', 'lemma': u'leave'}]",1,0.0,narrator,Steve Rogers,"['Steve Rogers' 'narrator' 'Tony Stark' 'narrator' 'Tony Stark'
 'Steve Rogers' 'narrator' 'Strucker' 'narrator' 'Steve Rogers' 'narrator'
 'narrator' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'narrator' 'narrator' 'Natasha Romanoff' 'narrator']"
98,Steve Rogers,We have a second enhanced. Female. Do not engage.,"[{'content': u'We have a second enhanced.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u'Female.', 'begin': 27, 'score': 0.3, 'magnitude': 0.3}, {'content': u'Do not engage.', 'begin': 35, 'score': -0.7, 'magnitude': 0.7}]","{'score': 0, 'magnitude': 1.4}","[{'mentions': [u'We'], 'type': 'PERSON', 'name': 'Strucker'}, {'mentions': [u'We'], 'type': 'PERSON', 'name': 'Tony Stark'}, {'mentions': [u'We'], 'type': 'PERSON', 'name': 'Steve Rogers'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We', 'char': ['Steve Rogers', 'Strucker', 'Tony Stark']}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 3, 'begin': 8, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 1, 'begin': 10, 'pos': u'ADJ', 'label': u'DOBJ', 'content': u'second', 'lemma': u'second'}, {'index': 3, 'begin': 17, 'pos': u'VERB', 'label': u'VMOD', 'content': u'enhanced', 'lemma': u'enhance'}, {'index': 1, 'begin': 25, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 27, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Female', 'lemma': u'Female'}, {'index': 6, 'begin': 33, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 10, 'begin': 35, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 10, 'begin': 38, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 10, 'begin': 42, 'pos': u'VERB', 'label': u'ROOT', 'content': u'engage', 'lemma': u'engage'}, {'index': 10, 'begin': 48, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.0,narrator,narrator,"['narrator' 'Steve Rogers' 'narrator' 'Tony Stark' 'narrator' 'Tony Stark'
 'Steve Rogers' 'narrator' 'Strucker' 'narrator' 'Steve Rogers' 'narrator'
 'narrator' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'narrator' 'narrator' 'Natasha Romanoff']"
99,narrator,he looks at Strucker,"[{'content': u'he looks at Strucker', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'Strucker', 'mentions': [u'Strucker']}, {'mentions': [u'he'], 'type': 'PERSON', 'name': 'Steve Rogers'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he', 'char': ['Steve Rogers']}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'looks', 'lemma': u'look'}, {'index': 1, 'begin': 9, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 2, 'begin': 12, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Strucker', 'lemma': u'Strucker'}]",1,0.04,Steve Rogers,Strucker,"['Steve Rogers' 'narrator' 'Steve Rogers' 'narrator' 'Tony Stark'
 'narrator' 'Tony Stark' 'Steve Rogers' 'narrator' 'Strucker' 'narrator'
 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator' 'narrator']"
100,Strucker,You'll have to be faster than...,"[{'content': u""You'll have to be faster than..."", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'mentions': [u'You'], 'type': 'PERSON', 'name': 'narrator'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['narrator']}, {'index': 2, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 2, 'begin': 7, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 4, 'begin': 12, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'be', 'lemma': u'be'}, {'index': 4, 'begin': 18, 'pos': u'ADV', 'label': u'ACOMP', 'content': u'faster', 'lemma': u'faster'}, {'index': 5, 'begin': 25, 'pos': u'ADP', 'label': u'PREP', 'content': u'than', 'lemma': u'than'}, {'index': 6, 'begin': 29, 'pos': u'PUNCT', 'label': u'POBJ', 'content': u'..', 'lemma': u'..'}, {'index': 2, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.01,narrator,narrator,"['narrator' 'Steve Rogers' 'narrator' 'Steve Rogers' 'narrator'
 'Tony Stark' 'narrator' 'Tony Stark' 'Steve Rogers' 'narrator' 'Strucker'
 'narrator' 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers' 'narrator']"
101,narrator,Steve uses his shield to knock out Strucker,"[{'content': u'Steve uses his shield to knock out Strucker', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/05d8ynq'}, 'salience': 0.79023546, 'name': 'Steve Rogers', 'mentions': [u'Steve']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.1549062, 'name': u'shield', 'mentions': [u'shield']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.054858357, 'name': u'Strucker', 'mentions': [u'Strucker']}, {'mentions': [u'his'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 1, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'uses', 'lemma': u'use'}, {'index': 3, 'begin': 11, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his', 'char': ['Tony Stark']}, {'index': 1, 'begin': 15, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'shield', 'lemma': u'shield'}, {'index': 5, 'begin': 22, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 1, 'begin': 25, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'knock', 'lemma': u'knock'}, {'index': 5, 'begin': 31, 'pos': u'PRT', 'label': u'PRT', 'content': u'out', 'lemma': u'out'}, {'index': 5, 'begin': 35, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Strucker', 'lemma': u'Strucker'}]",1,0.01,Strucker,Steve Rogers,"['narrator' 'narrator' 'Steve Rogers' 'narrator' 'Steve Rogers' 'narrator'
 'Tony Stark' 'narrator' 'Tony Stark' 'Steve Rogers' 'narrator' 'Strucker'
 'narrator' 'Steve Rogers' 'narrator' 'narrator' 'Steve Rogers' 'Strucker'
 'Steve Rogers' 'Strucker' 'Steve Rogers']"
102,Steve Rogers,"Guys, I got Strucker.","[{'content': u'Guys, I got Strucker.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.9245429, 'name': u'Guys', 'mentions': [u'Guys']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.075457126, 'name': u'Strucker', 'mentions': [u'Strucker']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Steve Rogers'}]","[{'index': 3, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Guys', 'lemma': u'guy'}, {'index': 3, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 6, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Steve Rogers']}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'got', 'lemma': u'get'}, {'index': 3, 'begin': 12, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Strucker', 'lemma': u'Strucker'}, {'index': 3, 'begin': 20, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.09,narrator,Tony Stark,"['Pietro Maximoff' 'narrator' 'narrator' 'Steve Rogers' 'narrator'
 'Steve Rogers' 'narrator' 'Tony Stark' 'narrator' 'Tony Stark'
 'Steve Rogers' 'narrator' 'Strucker' 'narrator' 'Steve Rogers' 'narrator'
 'narrator' 'Steve Rogers' 'Strucker' 'Steve Rogers' 'Strucker']"
